"Nome Fantasia ","Responsável pelas compras","Telefone ","Rua","Bairro","Cidade","Atividade",""
"Antiga mercearia pirovani ","Fabio gomes (fabinho)","28999005782","R americo  brasil s.n vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Mercearia corrente","Paulo cesar corrente","28998865028","R vereador jose corrente 9 vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"Bar do sr mauro","Mauro de oliveira","28999729855","R vereador jose corrente 87 vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Mercearia popular","Abner","28988056878","R godofredo costa menezes 144 vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"Mineração granduare","Daniel","28999817070","Rod.engenheiro fabiano vivacua- central park","União","Cachoeiro de Itapemirim","Marmoraria",""
"Bar do dudu ","Jamil ","28999775426","R godofredo costa menezes vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Bar e mercearia do patrick","Patrick","28999915562","R godofredo costa menezes s.n vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"Flamarte","Saulo","28999354354","Rua engenheiro Fabiano Vivacqua morro grande Cachoeiro de Itapemirim s / n","Morro grande ","Cachoeiro de itapemirim ","Marmoraria",""
"Padaria valentina","Paulo","28999098546","R. Godofredo costa de menezes 22 vila do sul alegre","Vila do sul ","Alegre","Padaria",""
"Distribuidora do nenem ","Jose almir","28999300523","R Praça antonio jeronimo s n vila do sul alegre","Vila do sul ","Alegre","Distribuidora",""
"Bar do denilson","Denilson","28999520872","R antonio lemos barbosa 94 vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Granduvale","Daniel","28999817070","Rod. Engenheiro fabiano vivacua- central park","Alto união ","Cachoeiro de itapemirim ","Marmoraria",""
"Planeta Pedra","Denize","28999629111","Avenida principal,  Sao Joaquim ","","São joaquim ","Marmoraria",""
"Concretize ","Luana","28988150332","Avenida principal,  Sao Joaquim ","","São joaquim","Marmoraria",""
"Disk tim ","Welisom","28999779677","R. Mauricio lacerda s.n vila do sul em frente a quadra alegre","Vila do sul","Alegre","Restaurante",""
"Sergramar","Valéria","28992982059","São Joaquim- morro grande","Morro grande ","São joaquim","Marmoraria",""
"Mercearia do jose amilton","Jose amilton ","28999486502","R mauricio lacerda 174 vila do sul alegre","Vila do sul","Alegre","Mercearia",""
"Estrela do Sul","Elizana","2835222542","Rua 21, sao Joaquim ","","são joaquim","Marmoraria",""
"Brazílian Stone source","Emerson","28999597770","Rua Roberto Vivacqua vieira número 574 são Joaquim Cachoeiro","","São joaquim","Marmoraria",""
"Mercearia do renato ","Renato ","28999422309","R José pinto de figueiredo 287 vila do sul alegre","Vila do sul","Alegre","Mercearia",""
"Bar do edmundo ","Edmundo","28999876659","R josecpinto figueiredo 242 vila do sul alegre","vila do sul","Alegre","Restaurante",""
"M M mercearia ","Marinez ","28999014144","R aristides monteiro silva 43 vila do sul alegre","Vila do sul","Alegre","Mercearia",""
"Dela torre Polimentos","Dalila","28999769968","Rua 17 , Sao Joaquim ","","São joaquim","Marmoraria",""
"Bar e mercearia boas compras","Paulo ou rosemary","28999840704","Rua jose pinto figueiredo 115 vila do sul alegre","Vila do sul","Alegre","Mercearia",""
"Dinamar","Atilis","2835114173","Fazenda São Joaquim s/n morro grande- Cachoeiro","morro grande ","São joaquim ","Marmoraria",""
"Marvin","Jerônimo / Luciene ","28999661059","Rua Moacir da costa Nobre s/ n são Joaquim morro grande","morro grande ","São joaquim ","Marmoraria",""
"Quitutes da dona maria","Fexhado tem que ligar","28999411688","R. Jose pinto figueiredo 130 vila do sul alegre","Vila do sul","Alegre","Restaurante",""
"Padaria e lanchonete pao nosso ","Eduarda e magno","28999032985","R joaquim borges 13 vila do sul ( em frente ao bar do argemiro) alegre ","Vila do sul","Alegre","Padaria",""
"Andres zanpirolli","Andre zanpirolli","28999325214","Rua juistino aberlin,54- amarelo","Amarelo","Cachoeiro de itapemirim ","Marmoraria",""
"Summit Marmores e Granitos ","Eder/ Etien","28999028235","Rua projetada 17 , sao Joaquim ","","São joaquim ","Marmoraria",""
"Dugean granitos","Suane ","28999625500","Rua Josias da Silva  rainha  número 337 morro grande são Joaquim","Morro grande ","São joaquim ","Marmoraria",""
"Pamagran","Manoel","28999264825","Rua guanair mafaldo pluk- são Joaquim","","São joaquim ","Marmoraria",""
"Supermercado coma bem ","Alessandro","2835521615","Praça  antonio jeronimo 90 vila do sul alegre","Vila do sul ","Alegre","Supermercado",""
"LDB locações ","Damares dutra barbosa de c. ","28999026914","R. Joaquim borges s.n vila do sul alegre","Vila do sul ","Alegre","Distribuidora",""
"Bar do argemiro ","Argemiro ","28999067805","R joaquim borges 14 vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Ateliê sonia doce","Sonia","28999393352","R. Misael barcelos 29 vila do sul alegre","Vila do sul ","Alegre","Padaria",""
"Padaria e confeitaria santa luzia","Luzia","28999515415","R misael barcelos s.n vila do sul alegre","Vila do sul ","Alegre","Padaria",""
"Mercearia costa","Carlos antonio pirovani ","28999384141","Rua misael barcelos 06 vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"Hortifrut popular","Dioneia","28988163833","R misael barcelos sn vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"RE polimentos Bege Bahia ","Eliana/ Romenigue ","28999768044","Rua estrelita venancio aquino, Sao Joaquim ","","São joaquim","Marmoraria",""
"Hortilfruti Freitas ","Leila moura cardoso ","28988057115","Praça antonio correa monteiro 238 centro alegre","Centro","Alegre","Mercearia",""
"Delmar talia blocos","Thais","28999381934","Rua. Antônio Aquino,65- são Joaquim","","São joaquim","Marmoraria",""
"Bar do celso ","Celso de miranda corrente ","28999090098","R. Rui emilio marins 148 vila do sul alegre","Vila do sul ","Alegre","Restaurante",""
"Terra granitos","Lais","28999408384","Rua,4 Lot 13,14 quadra 1 são Joaquim","","São joaquim","Marmoraria",""
"Rangel minimercado","Luan rangel","28999854540","R. Manoel leonardo de souza 215 vila do sul  alegre","Vila do sul","Alegre","Supermercado",""
"Hortifruti radael ","Lazaro radael","28999940888","R. Manoel lemos de souza 25 vila do sul alegre","Vila do sul ","Alegre","Mercearia",""
"Legase polimentos","Marcos augos/ neide","28998853124","Rua erce dias Santa,139- morro grande- são Joaquim","Morro grande"," são joaquim ","Marmoraria",""
"Almag Marmores e Granitos ","Joyce ","28999665373","Rua Maria paiva simonato",""," são joaquim ","Marmoraria",""
"Grafinale","Sarah","28999894020","Rua projetada,8 lote 3 são Joaquim",""," são joaquim ","Marmoraria",""
"Grafinale polimentos","Sarah","28999894020","Zona rural- Cachoeiro de Itapemirim- monte líbano","Monte libano","Cachoeiro de itapemirim ","Marmoraria",""
"Legacy do Brasil Natural Stones","Guto ","28998862272","Rua antiga terra polimentos , Sao joaquim ","São Joaquim","","Marmoraria",""
"Minimercado barradas","Nelzimar nao fica na loja","28999561550","Rua 13 de maio 55 centro alegre","Centro ","Alegre","Supermercado",""
"Ariba macarrao na chapa","Fechado tem q ligar","28999635137","R. 13 de maio 78 centro alegre","Centro ","Alegre","Restaurante",""
"A c pimentel","Nilda","28988095240","R 13 de maio 94 centro alegre","Centro ","Alegre","Restaurante",""
"Bar da andreia","Andreia ","28999699640","R. 13 de maio 101 centro alegre","Centro ","Alegre","Restaurante",""
"Mercearia bernardo","Paulo sergio bernardo ","28999059276","R 13 de maio centro alegre","Centro ","Alegre","Supermercado",""
"Bar do gilson","Gilson ferreira","28999734744","Rua 13 de maio centro alegre","Centro ","Alegre","Restaurante",""
"Paresques bar","Giane","28999183810","R. 13 de maio 328 centro alegre","Centro ","Alegre","Restaurante",""
"Fundição mundial","Andressa","289999661691","Rua Euclides bazzoni s/n- distrito industrial São Joaquim","","São Joaquim","Marmoraria",""
"Confeitaria santa Rita ","Claudio elias de andrade","28999574112","R. 13 de maio centro alegre","centro ","Alegre","Padaria",""
"Treiler pe da serra","Vanusa","28999319076","R. 13 de maio s.n centro alegre","centro","Alegre","Restaurante",""
"Sorveteria 13 de maio","Mauricio miranda simao ","28999633830","R. 13 de maio 145 centro alegre","Charqueada ","Alegre","Sorveteria",""
"Casa dos lanches","Fechado tem q ligar","28999513598","R. Carlos oliveira 45 charqueada alegre ","Charqueada ","Alegre","Restaurante",""
"Salgados por encomenda","Sandra","28999217876","R. Carlos de oliveira 254 Charqueada alegre","Charqueada ","Alegre","Restaurante",""
"Restaurante e lanchonete sabores garcia","Rogerio","28999090920","R. Carlos de oliveira s.n charqueada alegre","Charqueada ","Alegre","Restaurante",""
"Açaiteria bom gosto ","Fechado tem q ligar","28988047896","Rua felicio alcure 89 alto universitario alegre","Alto universitario ","Alegre","Sorveteria",""
"Padaria nova opção ","Jairo ","28999859480","R. Felicio alcuri 100 alto universitario alegre","Alto universitario ","Alegre","Padaria",""
"Bar do marcilio","Marcilio ataides","28999464107","R  felicio alcuri 315 alto universitario alegre","Alto universitario ","Alegre","Restaurante",""
"Mercearia dona jesus","Sebastião ","28999387939","R. Dr jose vieira datagiba 12 guararema alegre","Guararema","Alegre","Supermercado",""
"Snacks chicken","Bruno","28988168883","R. Dr jose vieira tatagiba 71 guararema alegre","Guararema","Alegre","Restaurante",""
"Padaria e confeitaria biruta","Lielson","28999845077","R. Senador robert kenedy 25 guararema alegre","Guararema","Alegre","Padaria",""
"Padaria e mercearia guararema","Uanderson","28999943375","R  antonio rodrigues 90 guararema alegre","Guararema","Alegre","Padaria",""
"Minimercado guararema","Igor","28999953550","R antonio rodrigues de oliveira 65 guararema alegre","Centro","Alegre","Supermercado",""
"Degustto pizzaria cafeteria sorveteria","Juliana","28999461078","R. Dr chacon 138 loja 1 centro alegre ","Centro","Alegre","Restaurante",""
"Corujao burguer","Carlos","28999552098","Praça bernadino monteiro sn centro alegre","Centro","Alegre","Restaurante",""
"Gago lanches","Marcio marcel ","28999533099","Praça da estação  centro alegre","Centro","Alegre","Restaurante",""
"Hortifruti fabio junior","Fsbio junior","28999736227","Av. Jeronimo monteiro s.n centro alegre","Centro","Alegre","Mercearia",""
"RK PIZZARIA","Fechado tem q ligar","2835523408","Praça Sebastião  monteiro da gama 62 centro alegre","Centro","Alegre","Restaurante",""
"Minimercado maredu","Carlos","28999811359","R. Dr wanderley 317 centro alegre","Centro","Alegre","Mercearia",""
"Supermercado sao jorge","Gleison","2835522444","R monsenhor pavesi 216 centro alegre","Centro","Alegre","Supermercado",""
"Pastelaria do manoel ","Manoel","28999481447","R. Joao tanure 20 guararema alegre","Centro","Alegre","Restaurante",""
"Boteco do homer","Fechado tem que ligar","28999091202","R. Dr wanderley 39 centro alegre","Guararema","Alegre","Restaurante",""
"Supermercado carvalho","Roberto ","2835528230","R Francisco portela s.n Rive","Centro","River","Supermercado",""
"Rive hortifruti","Janaina","28999144604","R euclides jacoude s.n rive","Centro","River","Mercearia",""
"R.A carvalho padaria","Adriano ou regiane","28992550608","R euclides jacoud 59 rive","Centro","River","Padaria",""
"Rossi burguer ","Fechado tem que ligar","28999863186","R wuclides jacoud s.n rive","Centro","River","Restaurante",""
"A M alimentos","João ","28999282333","R euclides jacoud 59 rive","Centro","Alegre","Mercearia",""
"Bar e restaurante samambaia","Alonso / Thiago ","28999202615","Av jeronimo monteiro 38 centro alegre","Centro","Alegre","Restaurante",""
"Doci maria padaria","Maria","28999205362","Av jeronimo monteiro 85 centro alegre","Centro","Alegre","Padaria",""
"Coyote espeteria e restaurante","Jose roberto","28999176446","Av jeronimo monteiro 112 centro alegre","Centro","Alegre","Restaurante",""
"Lanchonete big","Fechado tem que ligar","28999163029","Av jeronimo monteiro s.n centro alegre","centro","Alegre","Restaurante",""
"Pousada novo hotel","Mayco suel de aguiar","28988038244","Av. Jeronimo monteiro 149 centro alegre","Centro","Alegre","Pousada",""
"Brutus Burger e petiscos","Fechado tem q ligar","28999776885","Av jeronimo monteiro s.n centro alegre","Centro","Alegre","Restaurante",""
"Estação hotel","Claudia ","2835520551","R oscar de almeida gama 127 centro alegre","Centro","Alegre","Hotéis",""
"Trigo leve padaria e restaurante","Renilda","28999011601","Rua 7 de setembro 100 centro alegre","Centro","Alegre","Padaria",""
"Ya hala sfiheria","Fechado tem que ligar","28999132795","R 7 de setembro centro alegre","Centro","Alegre","Restaurante",""
"Lanchonete da familia","Luciano ou valdineia","28999728642","R. Honorio lacerda ferraz 86 centro alegre","Centro","Alegre","Restaurante",""
"Serve bem  sorveteria lanchonete e pizzaria","Fechado tem q ligar","28999766152","R. Theodoro pinto de souza s.n rive","Centro","River","Restaurante",""
"Check up bar","Nilza","28999565595","R 7 de setembro 419 no final centro alegre","Centro","Alegre","Restaurante",""
"Sabor de mel restaurante","Placa tem que ligar","28999740102","Rive","Centro","Rive","Restaurante",""
"Sabor caseiro restaurante ","Placa tem que ligar","28999293826","Rive","Centro","Rive","Restaurante",""
"Restaurante e lanchonete posto do pombal ","Placa tem que ligar","2835528406","Br 482 s.n","Rive x algre","Rive","Restaurante",""
"Vila lanches","Fechado tem que ligar ","28999045024","R vivaldo rosa vieira","Vila do sul","Alegre","Restaurante",""
"Recanto das pedras","Leonardo","28999308742","São Joaquim","São Joaquim","Cachoeiro de Itapemirim","Marmoraria",""
"Delícias da Juju","Juliana","28999334334","Rod.ES, 181 prainha ","Prainha","Alegre","Restaurante",""
"Gran terra marmores e granitos","Michele","28981191313","Manuel faria de jesus,864","","São Joaquim","Marmoraria",""
"Panorama marmores e granitos","Adriana","28999021462","Rua Roberto vivacqua s/n km86","","São Joaquim","Marmoraria",""
"Marciel granitos ","Leonardo/ lucinei","28999049466","Rua 4 corrego de jequitibá 03","","São Joaquim ","Marmoraria",""
"Dm marmores e granitos","Derlan","28999689522","Rua jorge  Souza Cordeiros/n ","","São Joaquim ","Marmoraria",""
"Calvini  granitos","Elisangela/ Arthur","28999143968","Rua 17","","São Joaquim ","Marmoraria",""
"Queimmasse","Ceciana","28988143656","Rua 18 s/n ","","São Joaquim ","Marmoraria",""
"Pn2 marmores e granitos","Felipe","28999470070","Rua 20, n 19","","São Joaquim ","Marmoraria",""
"Polimax granitos","Diogo","28999159509","Rua 18 morro grande","","São Joaquim ","Marmoraria",""
"La comercio e granitos","Daniela","28999447539","Rua23, n 122","","São Joaquim ","Marmoraria",""
"Origin natural stones","Leandro/gabriela","28999327358","Rua 11,n 33 ","","São Joaquim ","Marmoraria",""
"Santa Cruz marmores e granitos","Júlio Cesar","2835212882","Rod engenheiro fabiano vivacua,1010","Central park","cachoeiro de itapemirim","Marmoraria",""
"Compass natural stones","Bruno","2835150730","Rua maria dalva s/n","","São Joaquim ","Marmoraria",""
"Premier brasilian Stones","Wemerson","289992987810","Rua 14 ","","São Joaquim ","Marmoraria",""
"Togramar granitos ","Márcia","2835112763","Rua Lauro lemos júnior s/n","","São Joaquim ","Marmoraria",""
"Santa Alice granitos","Nilseia","2833010905","Rua Manuel farias de jesus,776","","São Joaquim ","Marmoraria",""
"São Bento granitos","Antônio","28999687357","Rua 16","","São Joaquim ","Marmoraria",""
"Pedra group stones","Manoel","2821024200","Rua Roberto vivacqua vieira,s/n","","São Joaquim ","Marmoraria",""
"Gsa granitos","Daniel","2835118901","Rua Olindo Santana","Morro grande","São Joaquim ","Marmoraria",""
"Mercearia do chiquito ","Francisco","28999642707","R  deputado ecaldo ribeiro de castro 79","Vila da penha","Mimoso ","Mercearia",""
"Bar do bola","João pastor","28999738175","Vila da Penha,s/n","Vila da Penha","Mimoso do sul ","Restaurante",""
"Mart king","Júnior","28998812884","Ruasao Sebastião bairro. Alto são Sebastião num321 mimoso","Alto são Sebastião","Mimoso","Marmoraria",""
"Chiquitinhos lanches","Fechado tem q ligar","28999524800","R deputado evaldo ribeiro de castro ","Vila da penha","Mimoso ","Restaurante",""
"Lr lanches","Fechado tem que ligar ","28999224417","Rua Marcilone da sone","","Mimoso do sul","Restaurante",""
"Gilmar","Gilmar","28999866599","Rua São Sebastião 73","São Sebastião","Mimoso do sul","Distribuidora",""
"Panificadora olinda","Marcelo","2835551910","R. Evaldo ribeiro de castro s.n","Vila da penha","Mimoso ","Padaria",""
"Mercadinho do Bicudo ","Anderson ","28999089873","Presidente vargas , 527","Centro ","Mimoso","Mercearia",""
